t,x,y
0.053,2.81249632266765e-17,-0.4646019265389491
0.054,2.839403607471117e-17,-0.4690458582650845
0.055,2.866077136681385e-17,-0.47345115727206427
0.056,2.892523408698954e-17,-0.4778188972522049
0.057,2.9187486323762916e-17,-0.48215010405882025
0.058,2.944758744749202e-17,-0.4864457586357531
0.059000000000000004,2.97055942739695e-17,-0.49070679972034503
0.06,2.996156121558562e-17,-0.49493412634089495
0.061,3.0215540421189345e-17,-0.49912860012740756
0.062,3.0467581905662644e-17,-0.5032910474523937
0.063,3.07177336701185e-17,-0.5074222614167259
0.064,3.0966041813537695e-17,-0.5115230036940958
0.065,3.121255063657833e-17,-0.5155940062460882
0.066,3.1457302738218444e-17,-0.5196359729190076
0.067,3.170033910582654e-17,-0.5236495809318324
0.068,3.194169919919891e-17,-0.527635482264791
0.069,3.2181421029049443e-17,-0.5315943049560875
0.07,3.241954123039344e-17,-0.5355266543143848
0.07100000000000001,3.265609513122536e-17,-0.5394331140534653
0.07200000000000001,3.289111681685379e-17,-0.5433142473551453
0.073,3.312463919022506e-17,-0.5471705978659636
0.074,3.335669402853642e-17,-0.5510026906325102
0.075,3.3587312036414226e-17,-0.554811032980073
0.076,3.381652289590805e-17,-0.5585961153385668
0.077,3.404435531353091e-17,-0.5623584120198178
0.078,3.427083706455605e-17,-0.5660983819493299
0.079,3.449599503476297e-17,-0.5698164693561107
0.08,3.471985525981034e-17,-0.5735131044230929
0.081,3.494244296239814e-17,-0.5771887039012307
0.082,3.5163782587369073e-17,-0.5808436716893504
0.083,3.5383897834887215e-17,-0.5844783993823678
0.084,3.560281169182084e-17,-0.5880932667898006
0.085,3.582054646144681e-17,-0.591688642426542
0.08600000000000001,3.6037123791585045e-17,-0.5952648839776907
0.08700000000000001,3.6252564701263186e-17,-0.5988223387390869
0.088,3.646688960600416e-17,-0.6023613440351804
0.089,3.668011834182264e-17,-0.6058822276154309
0.09,3.6892270188009803e-17,-0.6093853080307937
0.091,3.7103363888780724e-17,-0.6128708949913703
0.092,3.731341767385256e-17,-0.6163392897064314
0.093,3.752244927801779e-17,-0.6197907852077089
0.094,3.7730475959771256e-17,-0.6232256666573575
0.095,3.79375145190469e-17,-0.6266442116407428
0.096,3.814358131411521e-17,-0.6300466904458467
0.097,3.834869227768979e-17,-0.6334333663292383
0.098,3.855286293228709e-17,-0.6368044957699502
0.099,3.875610840488215e-17,-0.6401603287115317
0.1,3.8958443440898597e-17,-0.6435011087932865
0.101,3.9159882417569786e-17,-0.6468270735709338
0.10200000000000001,3.9360439356705423e-17,-0.6501384547276359
0.10300000000000001,3.9560127936895166e-17,-0.6534354782755483
0.10400000000000001,3.9758961505179844e-17,-0.6567183647487043
0.105,3.9956953088218085e-17,-0.659987329387497
0.106,4.0154115402974736e-17,-0.6632425823152878
0.107,4.0350460866955875e-17,-0.6664843287074602
0.108,4.0546001608013816e-17,-0.6697127689535264
0.109,4.074074947374382e-17,-0.672928098812274
0.11,4.093471604049326e-17,-0.6761305095606717
0.111,4.1127912622002456e-17,-0.6793201881366265
0.112,4.132035027769529e-17,-0.6824973172759657
0.113,4.151203982063719e-17,-0.6856620756439619
0.114,4.1702991825176225e-17,-0.688814637961465
0.115,4.1893216634282923e-17,-0.6919551751263132
0.116,4.208272436660281e-17,-0.6950838543297723
0.117,4.227152492323572e-17,-0.698200839168562
0.11800000000000001,4.245962799425445e-17,-0.7013062897525751
0.11900000000000001,4.264704306497481e-17,-0.7044003628084707
0.12,4.2833779421989025e-17,-0.7074832117793439
0.121,4.301984615897251e-17,-0.7105549869206813
0.122,4.320525218227515e-17,-0.7136158353927706
0.123,4.3390006216306284e-17,-0.7166659013495824
0.124,4.357411680872285e-17,-0.7197053260246113
0.125,4.3757592335429154e-17,-0.7227342478134149
0.126,4.3940441005396845e-17,-0.7257528023532392
0.127,4.4122670865312697e-17,-0.7287611225998604
0.128,4.4304289804062e-17,-0.7317593389016245
0.129,4.448530555705386e-17,-0.7347475790709502
0.13,4.466572571039634e-17,-0.7377259684532482
0.131,4.484555770492658e-17,-0.7406946299935795
0.132,4.5024808840102546e-17,-0.7436536843009105
0.133,4.520348627776264e-17,-0.7466032497102659
0.134,4.538159704575732e-17,-0.7495434423427139
0.135,4.5559148041459575e-17,-0.7524743761633432
0.136,4.573614603515787e-17,-0.7553961630373559
0.137,4.591259767333694e-17,-0.7583089127843166
0.138,4.6088509481851146e-17,-0.7612127332304673
0.139,4.6263887868993794e-17,-0.7641077302595614
0.14,4.643873912846779e-17,-0.7669940078618702
0.14100000000000001,4.661306944226015e-17,-0.769871668181695
0.14200000000000002,4.6786884883425154e-17,-0.7727408115633932
0.14300000000000002,4.696019141877929e-17,-0.7756015365958444
0.14400000000000002,4.7132994911511344e-17,-0.778453940155615
0.145,4.730530112371066e-17,-0.7812981174487313
0.146,4.747711571881756e-17,-0.7841341620511169
0.147,4.7648444263997525e-17,-0.7869621659479265
0.148,4.7819292232443246e-17,-0.7897822195714629
0.149,4.798966500560646e-17,-0.7925944118381143
0.15,4.815956787536209e-17,-0.7953988301841365
0.151,4.8329006046108275e-17,-0.7981955606002928
0.152,4.84979846368027e-17,-0.8009846876655592
0.153,4.866650868293971e-17,-0.8037662945796767
0.154,4.883458313846854e-17,-0.8065404631950316
0.155,4.90022128776557e-17,-0.8093072740472615
0.156,4.916940269689352e-17,-0.8120668063852153
0.157,4.933615731645608e-17,-0.8148191381999692
0.158,4.9502481382205236e-17,-0.8175643462529423
0.159,4.966837946724783e-17,-0.8203025061034118
0.16,4.983385607354585e-17,-0.8230336921349819
0.161,4.999891563348173e-17,-0.8257579775815108
0.162,5.016356251137955e-17,-0.8284754345522668
0.163,5.032780100498389e-17,-0.8311861340562968
0.164,5.0491635346898375e-17,-0.8338901460262838
0.165,5.065506970598403e-17,-0.8365875393415316
0.166,5.081810818872019e-17,-0.8392783818506023
0.167,5.098075484052802e-17,-0.8419627403930284
0.168,5.114301364705847e-17,-0.8446406808207202
0.169,5.130488853544603e-17,-0.8473122680185989
0.17,5.1466383375528565e-17,-0.849977565924806
0.171,5.1627501981035484e-17,-0.8526366375502948
0.17200000000000001,5.1788248110744107e-17,-0.8552895449979734
0.17300000000000001,5.194862546960594e-17,-0.8579363494812812
0.17400000000000002,5.2108637709843925e-17,-0.8605771113423061
0.17500000000000002,5.226828843202082e-17,-0.8632118900695367
0.176,5.2427581186080585e-17,-0.8658407443149336
0.177,5.258651947236289e-17,-0.8684637319107804
0.178,5.274510674259166e-17,-0.8710809098859517
0.179,5.290334640083914e-17,-0.873692334481968
0.18,5.3061241804465307e-17,-0.8762980611683376
0.181,5.321879626503373e-17,-0.8788981446578623
0.182,5.3376013049205203e-17,-0.8814926389212777
0.183,5.353289537960858e-17,-0.8840815972016931
0.184,5.3689446435690805e-17,-0.8866650720286319
0.185,5.384566935454581e-17,-0.8892431152317822
0.186,5.40015672317232e-17,-0.8918157779542261
0.187,5.415714312201785e-17,-0.8943831106655894
0.188,5.4312400040239783e-17,-0.8969451631747658
0.189,5.446734096196634e-17,-0.8995019846423138
0.19,5.462196882427601e-17,-0.9020536235925389
0.191,5.477628652646488e-17,-0.9046001279254128
0.192,5.4930296930746515e-17,-0.9071415449281122
0.193,5.508400286293521e-17,-0.9096779212862858
0.194,5.5237407113113224e-17,-0.9122093030951006
0.195,5.5390512436282946e-17,-0.9147357358699731
0.196,5.55433215530034e-17,-0.9172572645571755
0.197,5.569583715001292e-17,-0.9197739335440287
0.198,5.584806188083688e-17,-0.9222857866690243
0.199,5.599999836638198e-17,-0.924792867231553
0.2,5.61516491955172e-17,-0.9272952180016132
0.201,5.630301692564134e-17,-0.9297928812290985
0.202,5.645410408323825e-17,-0.9322858986530191
0.203,5.660491316441947e-17,-0.9347743115104348
0.20400000000000001,5.675544663545477e-17,-0.9372581605452891
0.20500000000000002,5.690570693329135e-17,-0.9397374860168913
0.20600000000000002,5.705569646606118e-17,-0.9422123277083156
0.20700000000000002,5.720541761357779e-17,-0.944682724934761
0.20800000000000002,5.735487272782184e-17,-0.9471487165513509
0.209,5.750406413341631e-17,-0.9496103409611005
0.21,5.765299412809168e-17,-0.952067636122661
0.211,5.780166498314095e-17,-0.9545206395576551
0.212,5.795007894386487e-17,-0.9569693883582636
0.213,5.809823823000812e-17,-0.959413919194234
0.214,5.824614503618579e-17,-0.9618542683200743
0.215,5.839380153230139e-17,-0.9642904715818091
0.216,5.85412098639558e-17,-0.9667225644239023
0.217,5.868837215284771e-17,-0.9691505818957517
0.218,5.883529049716612e-17,-0.971574558658243
0.219,5.898196697197423e-17,-0.9739945289900447
0.22,5.912840362958593e-17,-0.9764105267938229
0.221,5.927460249993442e-17,-0.9788225856024494
0.222,5.942056559093308e-17,-0.9812307385847671
0.223,5.956629488882968e-17,-0.9836350185516365
0.224,5.971179235855268e-17,-0.9860354579615261
0.225,5.985705994405126e-17,-0.9884320889261585
0.226,6.000209956862823e-17,-0.9908249432160681
0.227,6.014691313526623e-17,-0.9932140522659569
0.228,6.029150252694785e-17,-0.9955994471799444
0.229,6.04358696069692e-17,-0.9979811587367766
0.23,6.058001621924716e-17,-1.0003592173949796
0.231,6.072394418862118e-17,-1.0027336532976632
0.232,6.086765532114861e-17,-1.0051044962776128
0.233,6.101115140439484e-17,-1.0074717758619325
0.234,6.115443420771748e-17,-1.0098355212768193
0.23500000000000001,6.129750548254519e-17,-1.0121957614520822
0.23600000000000002,6.144036696265143e-17,-1.0145525250258383
0.23700000000000002,6.158302036442261e-17,-1.0169058403486695
0.23800000000000002,6.172546738712154e-17,-1.0192557354883274
0.23900000000000002,6.186770971314571e-17,-1.021602238233628
0.24,6.20097490082806e-17,-1.0239453760989419
0.241,6.215158692194883e-17,-1.026285176328157
0.242,6.229322508745382e-17,-1.0286216658987166
0.243,6.243466512221982e-17,-1.0309548715255972
0.244,6.257590862802691e-17,-1.0332848196652418
0.245,6.271695719124176e-17,-1.035611536519315
0.246,6.285781238304462e-17,-1.0379350480383989
0.247,6.299847575965166e-17,-1.0402553799258523
0.248,6.31389488625334e-17,-1.0425725576412381
0.249,6.327923321862957e-17,-1.0448866064039262
0.25,6.341933034055949e-17,-1.047197551196614
0.251,6.35592417268293e-17,-1.0495054167686857
0.252,6.369896886203512e-17,-1.051810227639658
0.253,6.38385132170626e-17,-1.054112008102378
0.254,6.397787624928324e-17,-1.0564107822263307
0.255,6.411705940274703e-17,-1.0587065738607513
0.256,6.425606410837167e-17,-1.0609994066378743
0.257,6.439489178412853e-17,-1.0632893039758762
0.258,6.453354383522566e-17,-1.065576289081978
0.259,6.467202165428727e-17,-1.0678603849554267
0.26,6.481032662153019e-17,-1.070141614390318
0.261,6.494846010493751e-17,-1.0724199999785131
0.262,6.508642346042883e-17,-1.0746955641125042
0.263,6.522421803202829e-17,-1.0769683289881602
0.264,6.536184515202903e-17,-1.0792383166073634
0.265,6.54993061411554e-17,-1.08150554878078
0.266,6.56366023087221e-17,-1.0837700471305034
0.267,6.577373495279074e-17,-1.086031833092548
0.268,6.591070536032412e-17,-1.0882909279195043
0.269,6.604751480733743e-17,-1.0905473526829477
0.27,6.618416455904733e-17,-1.0928011282759489
0.271,6.632065587001831e-17,-1.0950522754154832
0.272,6.645698998430681e-17,-1.097300814644833
0.273,6.659316813560306e-17,-1.099546766335898
0.274,6.672919154737049e-17,-1.1017901506914651
0.275,6.68650614329827e-17,-1.1040309877476038
0.276,6.700077899585874e-17,-1.1062692973757209
0.277,6.713634542959545e-17,-1.108505099284918
0.278,6.727176191809859e-17,-1.110738413024046
0.279,6.740702963571103e-17,-1.1129692579838515
0.28,6.75421497473396e-17,-1.1151976533990768
0.281,6.767712340857944e-17,-1.1174236183505273
0.28200000000000003,6.781195176583639e-17,-1.1196471717671002
0.28300000000000003,6.7946635956448e-17,-1.1218683324277385
0.28400000000000003,6.808117710880211e-17,-1.1240871189634023
0.28500000000000003,6.82155763424537e-17,-1.1263035498590774
0.28600000000000003,6.834983476824006e-17,-1.1285176434555606
0.28700000000000003,6.848395348839417e-17,-1.13072941795138
0.28800000000000003,6.861793359665594e-17,-1.132938891404668
0.289,6.875177617838256e-17,-1.13514608173498
0.29,6.888548231065636e-17,-1.1373510067250023
0.291,6.901905306239142e-17,-1.139553684022402
0.292,6.915248949443859e-17,-1.1417541311415225
0.293,6.928579265968855e-17,-1.1439523654650199
0.294,6.941896360317398e-17,-1.146148404245754
0.295,6.955200336216964e-17,-1.1483422646081318
0.296,6.968491296629108e-17,-1.1505339635500915
0.297,6.981769343759215e-17,-1.1527235179444444
0.298,6.995034579066049e-17,-1.1549109445405137
0.299,7.008287103271248e-17,-1.1570962599658001
0.3,7.021527016368596e-17,-1.1592794807274083
0.301,7.034754417633208e-17,-1.1614606232136153
0.302,7.047969405630571e-17,-1.1636397036953643
0.303,7.061172078225421e-17,-1.1658167383276796
0.304,7.07436253259057e-17,-1.1679917431511873
0.305,7.087540865215516e-17,-1.1701647340935137
0.306,7.100707171915e-17,-1.1723357269707335
0.307,7.113861547837394e-17,-1.1745047374886408
0.308,7.127004087472983e-17,-1.1766717812442635
0.309,7.140134884662162e-17,-1.1788368737271557
0.31,7.153254032603462e-17,-1.1810000303206403
0.311,7.166361623861515e-17,-1.1831612663033035
0.312,7.179457750374866e-17,-1.1853205968500915
0.313,7.192542503463693e-17,-1.1874780370338218
0.314,7.205615973837444e-17,-1.1896336018260938
0.315,7.218678251602325e-17,-1.1917873060989355
0.316,7.23172942626872e-17,-1.1939391646257447
0.317,7.244769586758482e-17,-1.1960891920825232
0.318,7.257798821412155e-17,-1.1982374030492315
0.319,7.27081721799605e-17,-1.200383812010767
0.32,7.283824863709301e-17,-1.2025284333582655
0.321,7.296821845190743e-17,-1.2046712813901346
0.322,7.309808248525761e-17,-1.206812370313305
0.323,7.322784159253009e-17,-1.2089517142441981
0.324,7.335749662371043e-17,-1.2110893272099414
0.325,7.348704842344906e-17,-1.213225223149385
0.326,7.361649783112571e-17,-1.2153594159142183
0.327,7.374584568091341e-17,-1.2174919192699485
0.328,7.387509280184138e-17,-1.2196227468970298
0.329,7.400424001785712e-17,-1.2217519123918488
0.33,7.413328814788806e-17,-1.2238794292677315
0.331,7.426223800590192e-17,-1.2260053109559554
0.332,7.439109040096656e-17,-1.2281295708067141
0.333,7.451984613730914e-17,-1.230252222090188
0.334,7.464850601437408e-17,-1.2323732779972922
0.335,7.477707082688096e-17,-1.2344927516409103
0.336,7.490554136488118e-17,-1.2366106560566257
0.337,7.503391841381407e-17,-1.2387270042037029
0.338,7.516220275456228e-17,-1.240841808965989
0.339,7.529039516350638e-17,-1.2429550831529164
0.34,7.541849641257915e-17,-1.2450668395002695
0.341,7.554650726931868e-17,-1.2471770906711175
0.342,7.567442849692128e-17,-1.2492858492566787
0.343,7.580226085429336e-17,-1.251393127777195
0.34400000000000003,7.593000509610288e-17,-1.2534989386827644
0.34500000000000003,7.605766197283024e-17,-1.255603294354163
0.34600000000000003,7.618523223081843e-17,-1.2577062071037637
0.34700000000000003,7.631271661232256e-17,-1.2598076891762047
0.34800000000000003,7.644011585555899e-17,-1.2619077527493217
0.34900000000000003,7.656743069475334e-17,-1.2640064099349162
0.35000000000000003,7.669466186018883e-17,-1.2661036727795099
0.35100000000000003,7.682181007825325e-17,-1.2681995532651658
0.352,7.694887607148566e-17,-1.2702940633102202
0.353,7.707586055862271e-17,-1.272387214770108
0.354,7.720276425464414e-17,-1.274479019438086
0.355,7.732958787081774e-17,-1.276569489045925
0.356,7.745633211474426e-17,-1.278658635264682
0.357,7.758299769040127e-17,-1.2807464697054889
0.358,7.770958529818665e-17,-1.2828330039201798
0.359,7.783609563496197e-17,-1.2849182494020515
0.36,7.796252939409449e-17,-1.2870022175865745
0.361,7.808888726549996e-17,-1.2890849198520353
0.362,7.821516993568371e-17,-1.2911663675202851
0.363,7.834137808778216e-17,-1.2932465718573614
0.364,7.84675124016033e-17,-1.2953255440742413
0.365,7.859357355366696e-17,-1.2974032953274168
0.366,7.871956221724487e-17,-1.2994798367196003
0.367,7.884547906239979e-17,-1.301555179300392
0.368,7.897132475602459e-17,-1.3036293340668352
0.369,7.909709996188082e-17,-1.30570231196419
0.37,7.92228053406366e-17,-1.307774123886411
0.371,7.934844154990473e-17,-1.3098447806769693
0.372,7.947400924427969e-17,-1.3119142931291747
0.373,7.959950907537474e-17,-1.3139826719870762
0.374,7.972494169185841e-17,-1.3160499279459519
0.375,7.985030773949045e-17,-1.318116071652805
0.376,7.997560786115808e-17,-1.3201811137071813
0.377,8.010084269691098e-17,-1.322245064661489
0.378,8.022601288399656e-17,-1.3243079350218196
0.379,8.035111905689456e-17,-1.3263697352483255
0.38,8.047616184735137e-17,-1.3284304757559173
0.381,8.060114188441418e-17,-1.3304901669148061
0.382,8.07260597944645e-17,-1.3325488190509875
0.383,8.085091620125153e-17,-1.3346064424467947
0.384,8.097571172592512e-17,-1.33666304734162
0.385,8.110044698706856e-17,-1.338718643932178
0.386,8.122512260073063e-17,-1.3407732423732932
0.387,8.134973918045808e-17,-1.3428268527782683
0.388,8.147429733732702e-17,-1.3448794852194081
0.389,8.15987976799744e-17,-1.3469311497286933
0.39,8.172324081462939e-17,-1.3489818562980898
0.391,8.184762734514367e-17,-1.351031614880222
0.392,8.197195787302264e-17,-1.3530804353887913
0.393,8.209623299745519e-17,-1.3551283276990558
0.394,8.222045331534392e-17,-1.3571753016484138
0.395,8.234461942133476e-17,-1.3592213670367905
0.396,8.246873190784628e-17,-1.3612665336272691
0.397,8.259279136509919e-17,-1.3633108111463959
0.398,8.271679838114495e-17,-1.365354209284765
0.399,8.284075354189449e-17,-1.3673967376974616
0.4,8.296465743114676e-17,-1.369438406004562
0.401,8.308851063061656e-17,-1.37147922379155
0.402,8.321231371996271e-17,-1.3735192006097987
0.403,8.33360672768157e-17,-1.3755583459770457
0.404,8.345977187680491e-17,-1.3775966693777864
0.405,8.358342809358609e-17,-1.3796341802638392
0.406,8.370703649886784e-17,-1.3816708880546404
0.40700000000000003,8.3830597662439e-17,-1.383706802137761
0.40800000000000003,8.395411215219459e-17,-1.3857419318694024
0.40900000000000003,8.407758053416245e-17,-1.3877762865747318
0.41000000000000003,8.420100337252915e-17,-1.3898098755483275
0.41100000000000003,8.43243812296658e-17,-1.3918427080547242
0.41200000000000003,8.444771466615398e-17,-1.393874793328594
0.41300000000000003,8.457100424081086e-17,-1.3959061405754223
0.41400000000000003,8.469425051071478e-17,-1.3979367589717882
0.41500000000000004,8.481745403123005e-17,-1.399966657665794
0.41600000000000004,8.494061535603185e-17,-1.4019958457774826
0.417,8.506373503713106e-17,-1.404024332399288
0.418,8.518681362489861e-17,-1.4060521265963293
0.419,8.530985166808984e-17,-1.4080792374069542
0.42,8.543284971386861e-17,-1.410105673842976
0.421,8.55558083078312e-17,-1.4121314448902735
0.422,8.567872799403008e-17,-1.4141565595089651
0.423,8.58016093149976e-17,-1.4161810266339177
0.424,8.592445281176933e-17,-1.4182048551751731
0.425,8.604725902390738e-17,-1.420228054018208
0.426,8.61700284895235e-17,-1.422250632024398
0.427,8.629276174530186e-17,-1.4242725980313389
0.428,8.641545932652213e-17,-1.426293960853359
0.429,8.653812176708187e-17,-1.4283147292817149
0.43,8.666074959951913e-17,-1.43033491208504
0.431,8.678334335503477e-17,-1.432354518009758
0.432,8.690590356351445e-17,-1.4343735557803206
0.433,8.70284307535511e-17,-1.4363920340997782
0.434,8.71509254524664e-17,-1.4384099616499262
0.435,8.72733881863328e-17,-1.440427347091737
0.436,8.739581947999505e-17,-1.4424441990658539
0.437,8.751821985709165e-17,-1.4444605261926498
0.438,8.764058984007635e-17,-1.4464763370729414
0.439,8.776292995023937e-17,-1.4484916402879942
0.44,8.788524070772843e-17,-1.4505064444001339
0.441,8.800752263156987e-17,-1.4525207579528905
0.442,8.812977623968924e-17,-1.4545345894715556
0.443,8.825200204893255e-17,-1.4565479474633625
0.444,8.83742005750865e-17,-1.4585608404178183
0.445,8.849637233289916e-17,-1.4605732768071529
0.446,8.861851783610049e-17,-1.462585265086589
0.447,8.874063759742233e-17,-1.4645968136946415
0.448,8.886273212861903e-17,-1.4666079310536169
0.449,8.898480194048728e-17,-1.4686186255696447
0.45,8.910684754288623e-17,-1.4706289056333335
0.451,8.922886944475735e-17,-1.4726387796199127
0.452,8.935086815414427e-17,-1.4746482558895233
0.453,8.947284417821243e-17,-1.4766573427877197
0.454,8.959479802326878e-17,-1.478666048645599
0.455,8.971673019478137e-17,-1.480674381780291
0.456,8.983864119739861e-17,-1.4826823504951914
0.457,8.996053153496887e-17,-1.484689963080183
0.458,9.008240171055952e-17,-1.4866972278122323
0.459,9.020425222647633e-17,-1.488704152955357
0.46,9.032608358428243e-17,-1.4907107467612402
0.461,9.044789628481751e-17,-1.4927170174693816
0.462,9.05696908282168e-17,-1.4947229733074516
0.463,9.069146771392957e-17,-1.4967286224915803
0.464,9.081322744073851e-17,-1.4987339732266938
0.465,9.093497050677821e-17,-1.500739033706849
0.466,9.105669740955379e-17,-1.5027438121154728
0.467,9.117840864595977e-17,-1.5047483166257019
0.468,9.130010471229819e-17,-1.5067525554007013
0.46900000000000003,9.142178610429763e-17,-1.508756536593983
0.47000000000000003,9.154345331713141e-17,-1.5107602683496297
0.47100000000000003,9.16651068454358e-17,-1.512763758802677
0.47200000000000003,9.178674718332878e-17,-1.5147670160794038
0.47300000000000003,9.190837482442778e-17,-1.516770048297621
0.47400000000000003,9.202999026186838e-17,-1.5187728635669513
0.47500000000000003,9.215159398832228e-17,-1.5207754699891238
0.47600000000000003,9.227318649601536e-17,-1.5227778756583374
0.47700000000000004,9.239476827674596e-17,-1.5247800886615261
0.47800000000000004,9.25163398219027e-17,-1.5267821170785743
0.47900000000000004,9.263790162248259e-17,-1.5287839689827418
0.48,9.275945416910901e-17,-1.5307856524409136
0.481,9.288099795204968e-17,-1.5327871755138112
0.482,9.300253346123435e-17,-1.5347885462564377
0.483,9.312406118627272e-17,-1.536789772718232
0.484,9.324558161647237e-17,-1.5387908629434444
0.485,9.33670952408565e-17,-1.5407918249714176
0.486,9.348860254818157e-17,-1.5427926668368543
0.487,9.361010402695517e-17,-1.5447933965700955
0.488,9.373160016545367e-17,-1.546794022197483
0.489,9.385309145173978e-17,-1.5487945517415886
0.49,9.39745783736804e-17,-1.5507949932214917
0.491,9.40960614189642e-17,-1.5527953546531472
0.492,9.421754107511916e-17,-1.5547956440495685
0.493,9.433901782953029e-17,-1.5567958694212092
0.494,9.446049216945698e-17,-1.558796038776229
0.495,9.458196458205093e-17,-1.560796160120741
0.496,9.470343555437344e-17,-1.562796241459111
0.497,9.482490557341304e-17,-1.5647962907943116
0.498,9.494637512610314e-17,-1.5667963161281464
0.499,9.506784469933925e-17,-1.5687963254615505
0.5,9.51893147799969e-17,-1.5707963267949032
0.501,9.5310785854949e-17,-1.5727963281282353
0.502,9.543225841108333e-17,-1.5747963374616456
0.503,9.555373293532008e-17,-1.5767963627954715
0.504,9.567520991462955e-17,-1.5787964121306943
0.505,9.579668983604938e-17,-1.5807964934690588
0.506,9.591817318670245e-17,-1.5827966148135708
0.507,9.603966045381419e-17,-1.5847967841685695
0.508,9.616115212473e-17,-1.5867970095402089
0.509,9.628264868693348e-17,-1.5887972989366308
0.51,9.640415062806309e-17,-1.5907976603682747
0.511,9.652565843593064e-17,-1.5927981018481938
0.512,9.664717259853826e-17,-1.594798631392281
0.513,9.676869360409624e-17,-1.5967992570196787
0.514,9.689022194104099e-17,-1.5987999867529283
0.515,9.70117580980521e-17,-1.6008008286183737
0.516,9.713330256407077e-17,-1.6028017906463574
0.517,9.725485582831693e-17,-1.604802880871555
0.518,9.737641838030723e-17,-1.6068041073333634
0.519,9.749799070987305e-17,-1.608805478075988
0.52,9.761957330717776e-17,-1.610807001148871
0.521,9.774116666273535e-17,-1.6128086846070455
0.522,9.786277126742744e-17,-1.6148105365112144
0.523,9.798438761252182e-17,-1.6168125649282674
0.524,9.810601618969041e-17,-1.6188147779314586
0.525,9.822765749102668e-17,-1.6208171836006677
0.526,9.834931200906452e-17,-1.6228197900228518
0.527,9.847098023679558e-17,-1.6248226052921566
0.528,9.859266266768775e-17,-1.626825637510372
0.529,9.871435979570352e-17,-1.6288288947871028
0.53,9.88360721153177e-17,-1.6308323852401727
0.531,9.895780012153626e-17,-1.6328361169958214
0.532,9.907954430991425e-17,-1.634840098189077
0.533,9.920130517657425e-17,-1.6368443369640782
0.534,9.932308321822515e-17,-1.638848841474314
0.535,9.944487893218008e-17,-1.640853619882945
0.536,9.956669281637567e-17,-1.6428586803631013
0.537,9.968852536939005e-17,-1.6448640310982336
0.538,9.981037709046172e-17,-1.646869680282342
0.539,9.993224847950876e-17,-1.6488756361204246
0.54,1.0005414003714682e-16,-1.6508819068285576
0.541,1.0017605226470895e-16,-1.6528885006344383
0.542,1.0029798566426377e-16,-1.6548954257775819
0.543,1.004199407386349e-16,-1.6569026905096105
0.544,1.0054191799142029e-16,-1.6589103030946197
